,Title,Published,Channel,Views,Likes,Comments,Shares,Description,Tags,Captions,Duration,Default Language
117,Facebook whistleblower testifies before UK Parliament | USA TODAY,2021-10-25T16:20:02Z,USA TODAY,8227,221,74,,"Facebook whistleblower Frances Haugen testifies before UK lawmakers at the British Parliament

RELATED: Facebook CEO Mark Zuckerberg responds to whistleblower's testimony  https://www.youtube.com/watch?v=RQaf-0gg4tQ&t=1s

After former employee Frances Haugen leaked internal documents and testified before Congress that Facebook and its properties “harm children, stoke division, weaken our democracy and much more,"" more political fallout could come for the social media giant Monday. That's when Haugen will testify before the British Parliament and further explain why she leaked the documents that provide a rare glimpse into the decisions made at Facebook that affect nearly 3 billion users worldwide.

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/3sxYKpe
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.

#Haugen #Facebook #FacebookWhistleblower","['usa today', 'usa today news', 'haugen', 'haugen live', 'facebook whistleblower', 'whistleblower', 'whistleblower testimony', 'facebook testimony', 'facebook live testimony', 'parliament', 'parliament live', 'live event', 'parliament live event']",false,PT2H33M56S,en
118,Donald Trump is suing the January 6 committee: What to know about the lawsuit | USA TODAY,2021-10-19T16:19:52Z,USA TODAY,24051,2445,470,,"Trump is suing the committee investigating the Capitol riot to block release of documents. 
RELATED: Facebook CEO Mark Zuckerberg responds to whistleblower's testimony https://youtu.be/RQaf-0gg4tQ

Former President Donald Trump is suing the House select committee investigating the Jan. 6 attacks in an attempt to block the disclosure of White House documents, describing the panel's demand as a ""vexatious, illegal fishing expedition.""

""This self-described 'sweeping' request is almost limitless in scope and effectively seeks every presidential record and communication that could tenuously relate to events that occurred on January 6, 2021,"" the lawsuit states.

Trump's legal action comes after President Joe Biden declined to assert executive privilege sought by the former president to sidestep the committee's demand.

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/2Vq6Nnq
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.

#DonaldTrump #Jan6Riots #ExecutivePrivilege","['usa today', 'usa today news', 'usa today politics', 'donald trump rally', 'donald trump interview', 'donald trump lawsuit', 'january 6th', 'january 6th 2021 news', 'january 6 hearing', 'capitol hill riot police', 'capitol hill riots in court', 'executive privilege showdown', 'executive privilege definition', 'executive privilege for former president']",false,PT59S,en
119,Facebook CEO Mark Zuckerberg responds to whistleblower's testimony | USA TODAY,2021-10-06T14:57:21Z,USA TODAY,9926,147,112,,"Zuckerberg called Haugen's testimony ""not true,"" in a statement he released on Facebook.
RELATED: White supremacists burned down a Freedom Riders bus in 1961 https://youtu.be/VFAFG5rU4i8

Facebook whistleblower Frances Haugen testified before a Senate panel Tuesday that the social media giant prioritizes profits over the safety of its users, including its youngest and most vulnerable.

Yet Mark Zuckerberg had remained silent on the internal documents Haugen leaked to The Wall Street Journal.

On Sunday when Haugen appeared on CBS News’ ""60 Minutes,"" the Facebook founder and CEO posted a video taken with the company's new Ray-Ban smart glasses showing him sailing with his wife, Priscilla Chan.

Late Tuesday, Zuckerberg broke his silence and said many of Haugen's allegations ""don’t make any sense.”

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/3oAEPFy
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.

#MarkZuckerberg #Facebook #whistleblower","['usa today', 'usa today news', 'usa today politics', 'usa today tech', 'mark zuckerberg congress', 'facebook', 'whistleblower facebook', 'whistleblower']",false,PT2M14S,en
120,"Facebook, Twitter CEOs testify before Senate on election handling (LIVE) | USA Today",2020-11-17T16:48:50Z,USA TODAY,7163,127,99,,"Facebook’s Mark Zuckerberg and Twitter’s Jack Dorsey are set to testify before the Senate Judiciary Committee, where they will face questions as divided as the nation, with Republican senators pelting the tech CEOs for alleged anti-conservative bias and Democrats for their platforms’ handling of hate speech and misinformation. 

Tuesday's congressional hearing – the second virtual appearance for the CEOs in less than three weeks – reflects growing bipartisan pressure on “Big Tech.”

It also comes at a particularly fraught moment as President Donald Trump continues to use social media to make unsubstantiated claims of voting fraud and to contest Joe Biden’s victory. 

Dorsey and Zuckerberg appeared before the Senate Commerce Committee alongside Sundar Pichai, CEO of Google parent Alphabet, on Oct. 28, to defend their companies against blistering attacks over the moderation of conservatives’ posts.

Researchers have found no evidence that Facebook and Twitter are biased against conservative voices or viewpoints. But during that hearing, Republican lawmakers alleged the tech companies engaged in politically motivated suppression of New York Post articles on the business dealings of Biden’s son Hunter in the lead-up to the election and warned they may strip away decades-old legal protections that shield tech companies from liability for what users post on their platforms.

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/2UDINPu
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.","['usa today', 'usa today news']",false,PT1H24M6S,en
121,Mark Zuckerberg testifies on Facebook's cryptocurrency plan | USA TODAY,2019-10-23T16:41:20Z,USA TODAY,11333,136,64,,"Mark Zuckerberg testifies before the Financial Services committee on Facebook's cryptocurrency project. 
RELATED: https://bit.ly/32AOBvH

Facebook chairman and CEO Mark Zuckerberg is scheduled to testify before the House Financial Services Committee Wednesday on the company's troubled Libra cryptocurrency project as well as accusations that Facebook's ad practices violate the Fair Housing Act. Facebook planned Libra as a digital currency that could open online purchasing to people who didn't have access to bank accounts and also reduce the cost of sending money across borders. But after lawmakers and regulators raised concerns, major partners such as Visa, Mastercard and PayPal pulled out. Committee chairwoman Maxine Waters, D-Calif., said, ""Facebook is continuing its unchecked expansion and extending its reach into the lives of its users,"" in a statement reported by Reuters.

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/2Vq6Nnq
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.

#markzuckerberg #facebook #cryptocurrency","['usa today', 'usa today news', 'facebook', 'mark zuckerberg', 'cryptocurrency', 'facebook cryptocurrency', 'facebook crypto', 'bitcoin', 'facebook crypto news']",false,PT1H53M50S,en
122,Zuckerberg gets hilariously trolled by the Internet,2018-04-11T23:07:46Z,USA TODAY,14035,100,11,,"The internet was quick to turn Mr. Zuckerberg’s Senate hearing into a plethora of hilarious tweets and memes.
****************
Humankind: Amazing moments that give us hope ➤ http://bit.ly/2MrPxvd
Humankind: Stories worth sharing ➤ http://bit.ly/2FWYXNP
Animalkind: Cute, cuddly & curious animals ➤ http://bit.ly/2GdNf2j
Just the FAQs: When news breaks, we break it down for you ➤ http://bit.ly/2Dw3Wnh   
The Wall: An in-depth examination of Donald Trump’s border wall ➤ http://bit.ly/2sksl8F","['memes', 'zuckerberg', 'mark zuckerberg', 'facebook', 'have you seen', 'funny', 'vpc', 'facebook congressional hearing (2018)', 'tweets', 'tech']",false,PT1M29S,en
123,Why was Kristi Noem fired? USA TODAY reporter Bart Jansen explains,2026-03-06T00:58:35Z,USA TODAY,16831,231,52,,Kristi Noem's ouster comes as the Department of Homeland Security is partially shut down in a funding dispute over President Donald Trump's immigration crackdown.,No Tags,false,PT1M6S,en
124,"Hillary Clinton reacts to hearing photo leak, Bill Clinton defends Hillary at Epstein deposition",2026-03-03T18:45:50Z,Washington Post,43177,709,150,,"The Republican-led House Oversight and Government Reform Committee released videos on March 2 of the closed-door depositions of former president Bill Clinton and former secretary of state Hillary Clinton, part of its investigation into convicted sex offender Jeffrey Epstein.",No Tags,false,PT1M2S,en
125,"China shows off weapons, powerful allies at military parade",2025-09-03T12:10:49Z,Washington Post,20683,313,77,,"China's leader Xi Jinping welcomed the leaders of 26 countries in Beijing on Sept. 3 for China's largest-ever military parade, marking 80 years since victory in World War II. Read more: https://wapo.st/47qfeaV. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK

Follow us:
Twitter: https://twitter.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:world', 'china', 'military', 'parade', 'russia', 's:World', 't:Vertical', 'vladimir putin', 'weapons', 'world war ii', 'xi jinping']",true,PT1M15S,en
126,Trump says U.S. will ‘run’ Venezuela after raid captured Maduro,2026-01-03T18:05:13Z,Washington Post,12634,223,106,,"President Donald Trump said the United States will control Venezuela for an unspecified period after a U.S. operation captured Venezuelan President Nicolás Maduro and his wife.

“We’ll run it properly. We’ll run it professionally. We’ll have the greatest oil companies in the world go in and invest billions,” he said, while declining to rule out U.S. military deployments. “We’re not afraid of boots on the ground.”

Maduro and his wife, Cilia Flores were removed from the country by helicopter, taken aboard the USS Iwo Jima and will be brought to New York, where both are facing federal charges.

Trump said the U.S. had prepared to mount a second-wave attack in Venezuela but that he doubted it would be needed.","['captured', 'donald trump', 'latin america', 'machado', 'maduro', 'president trump', 'trump', 'venezuela', 'world news']",false,PT1M12S,en
127,Trump meets with King Charles for second U.K. state visit,2025-09-17T17:42:15Z,Washington Post,12740,183,27,,"During his state visit on Sept. 17, President Donald Trump was welcomed at Windsor Castle with full royal pageantry, a horse-drawn carriage and military honors. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK

Follow us:
Twitter: https://twitter.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:politics', 'britain', 'donald trump', 'king charles', 'london', 'politics', 's:Politics', 'state visit', 't:Vertical', 'trump']",true,PT51S,en
128,"At White House dinner, tech CEOs can’t stop thanking Trump",2025-09-05T01:14:53Z,Washington Post,558060,4173,465,,"Leaders of major tech companies, including Apple, Google and OpenAI, praised President Donald Trump’s pro-business agenda at a White House dinner on Sept. 4. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK

Follow us:
Twitter: https://twitter.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:politics', 'ceo', 's:Politics', 't:Vertical', 'tech', 'trump', 'white house']",true,PT58S,en
129,"At White House dinner, tech CEOs can’t stop thanking Trump",2025-09-05T01:14:53Z,Washington Post,558060,4173,465,,"Leaders of major tech companies, including Apple, Google and OpenAI, praised President Donald Trump’s pro-business agenda at a White House dinner on Sept. 4. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK

Follow us:
Twitter: https://twitter.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:politics', 'ceo', 's:Politics', 't:Vertical', 'tech', 'trump', 'white house']",true,PT58S,en
130,"At White House dinner, tech CEOs can’t stop thanking Trump",2025-09-05T01:14:53Z,Washington Post,558060,4173,465,,"Leaders of major tech companies, including Apple, Google and OpenAI, praised President Donald Trump’s pro-business agenda at a White House dinner on Sept. 4. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK

Follow us:
Twitter: https://twitter.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:politics', 'ceo', 's:Politics', 't:Vertical', 'tech', 'trump', 'white house']",true,PT58S,en
131,Lawmakers react to Trump's State of the Union address,2026-02-25T06:23:59Z,Washington Post,21154,296,98,,"Read more: https://wapo.st/3ZVxeFb. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK
Follow us:
X: https://x.com/washingtonpost
Instagram: https://www.instagram.com/washingtonpost/
Facebook: https://www.facebook.com/washingtonpost/
Threads: https://www.threads.com/@washingtonpost
Bluesky: https://bsky.app/profile/washingtonpost.com","['News', 'The Washington Post', 'WaPo Video', 'Washington Post Video', 'Washington Post YouTube', 'a:politics', 'chuck schumer', 'congress', 'lindsey graham', 'mike johnson', 'president trump', 's:Politics', 'sarah mcbride', 'state of the union', 'steve scalise', 't:Vertical', 'tim burchett']",true,PT53S,en
132,Meet the Press NOW — March 10,2026-03-10T21:55:35Z,NBC News,5464,76,14,,"Defense Secretary Pete Hegseth says Tuesday will be the ""most intense day"" of U.S. strikes on Iran. Sen. Roger Marshall (R-Kan.) joins Meet the Press NOW to discuss the ongoing war in the Middle East and President Trump's efforts to pass the SAVE America Act. NBC News Chief Data Analyst Steve Kornacki previews the special election for former Rep. Marjorie Taylor Greene's seat and midterm primaries in Mississippi.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Politics #News #Iran","['Meet the Press NOW', 'NBC News NOW']",true,PT50M6S,en
133,Trump responds to Joe Rogan's criticism of ICE tactics,2026-02-05T02:50:32Z,NBC News,1288451,8877,759,,"In an exclusive interview with Tom Llamas, President #Trump responds to Joe Rogan's criticism of the administration's #ICE operations saying, ""I think we do a phenomenal job, but I don't think we're good at public relations.""

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,false,PT56S,en
134,Nvidia will invest up to $100 billion in OpenAI,2025-09-22T22:12:47Z,NBC News,1448,16,0,,"#Nvidia will #invest up to $100 billion in #OpenAI

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,true,PT31S,en
135,Trump tells government to stop using Anthropic's AI systems,2026-02-27T22:40:02Z,NBC News,18076,174,147,,President Donald Trump said that he was banning federal agencies from using the services of AI company Anthropic. The declaration comes after months of increasingly heated rhetoric between the Defense Department and Anthropic over the military’s use of the company's systems.,"['NBC News NOW', 'Hallie Jackson NOW']",true,PT4M1S,en
136,'Melania' becomes highest non-music documentary debut in a decade,2026-02-02T17:26:12Z,NBC News,45060,156,159,,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Melania #documentary #boxoffice",No Tags,false,PT31S,en
137,"Musk, Zuckerberg, Bezos and other tech titans attend Trump inauguration",2025-01-20T16:59:46Z,NBC News,82210,1050,69,,"Several tech CEOs attend #Trump’s #inauguration, including Meta CEO Mark #Zuckerberg, Tesla and SpaceX CEO Elon #Musk, Google CEO Sundar Pichai, Apple CEO Tim Cook and Amazon co-founder Jeff #Bezos.",No Tags,false,PT13S,en
138,Mark Zuckerberg testifies in social media addiction trial,2026-02-19T12:41:28Z,NBC News,22028,580,63,,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,false,PT1M27S,en
139,Anthropic CEO says company cannot agree to Pentagon's AI usage demands,2026-02-26T23:40:49Z,NBC News,78977,941,362,,"Anthropic CEO Dario Amodei said the company cannot agree to the Pentagon’s ultimatum to allow its AI technology to be used for all legal military purposes. NBC News’ Gordon Lubold breaks down the standoff. 

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC","['NBC News NOW', 'Hallie Jackson NOW']",true,PT4M24S,en
140,White House says oil prices will drop once objectives achieved in Iran,2026-03-10T20:23:45Z,Reuters,793,22,3,,"White House press secretary Karoline Leavitt told reporters ""Americans will see oil and gas prices drop rapidly"" once the U.S. military's national security objectives are ""fully achieved"" in Iran.
 
#iran #iranwar #trump #donaldtrump",No Tags,false,PT25S,en
141,Trump vows to hit Iran harder as Tehran apologizes to neighbors | Reuters World News,2026-03-07T17:38:35Z,Reuters,150537,1178,421,,"U.S. President says Iran will be hit hard on Saturday, as he weighs new targets. One week into the Iran war, the risks for the U.S. and the administration multiply. Tehran apologizes to its Gulf neighbors but strikes escalate. Hundreds of thousands flee Israeli bombs in Beirut. Russian President Vladimir Putin calls for an immediate end to the Iran war. And the FDA vaccines chief will step down in April. Plus, Formula One enters a new era.

#News #US #Iran #iranwar  #Reuters #Newsfeed 

👉  Subscribe: https://reut.rs/4b8fRGn

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on X: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines']",false,PT10M42S,en
142,"AI Weekly: EU targets Grok, Nvidia waves off AI bubble fears",2026-01-28T10:26:36Z,Reuters,625,9,0,,"From the EU investigating Grok to Nvidia CEO Jensen Huang waving off AI bubble fears, Reuters rounds up the latest stories from the AI revolution.

#News #Reuters #Newsfeed #business #technology #AI #artificialintelligence #AIWeekly #EU #Grok #Nvidia 

👉  Subscribe: http://smarturl.it/reuterssubscribe

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines', 'business', 'technology']",false,PT2M14S,en
143,"OpenAI, Anthropic CEOs refuse to hold hands at India AI Summit",2026-02-19T08:28:10Z,Reuters,14053,49,20,,"OpenAI CEO Sam Altman and Anthropic CEO Dario Amodei visibly declined to hold hands during a group photo at the India AI Impact Summit, even as other leaders on stage linked arms for the ceremonial shot.

#samaltman #darioamodei #openai #anthropic #artificialintelligence #ai #aisummit #aisummit2026 #News #Reuters #Newsfeed 

👉  Subscribe: http://smarturl.it/reuterssubscribe

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines', 'world']",false,PT17S,en
144,"OpenAI, Anthropic CEOs refuse to hold hands at India AI Summit",2026-02-19T08:28:10Z,Reuters,14053,49,20,,"OpenAI CEO Sam Altman and Anthropic CEO Dario Amodei visibly declined to hold hands during a group photo at the India AI Impact Summit, even as other leaders on stage linked arms for the ceremonial shot.

#samaltman #darioamodei #openai #anthropic #artificialintelligence #ai #aisummit #aisummit2026 #News #Reuters #Newsfeed 

👉  Subscribe: http://smarturl.it/reuterssubscribe

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines', 'world']",false,PT17S,en
145,Congo's antique maps put a museum and a mining company at odds,2026-03-05T15:46:33Z,Reuters,1435,41,5,,"A US mining company backed by billionaires Jeff Bezos and Bill Gates is in a tangle with Belgium's AfricaMuseum over who should digitize antique maps of what is now the Democratic Republic of Congo in the museum's archive.
#News #Reuters #Newsfeed #musuem #congo #map 

Read the story here: https://reut.rs/4rZ2KyC  

👉  Subscribe: http://smarturl.it/reuterssubscribe

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines', 'africa', 'congo']",false,PT2M24S,en
146,Police arrest King Charles' brother Andrew,2026-02-19T12:27:35Z,Reuters,20458,325,88,,"King Charles' younger brother Andrew Mountbatten-Windsor has been arrested on suspicion of misconduct in public office over allegations he sent confidential government documents to Jeffrey Epstein, the BBC reports. Several backcountry skiers have been confirmed killed in Tuesday’s avalanche in California. Mark Zuckerberg says during a landmark trial that Meta does not allow kids under 13 on its platforms, despite evidence to the contrary. Plus, satellite images show Iran repairing and fortifying sites amid U.S. tensions.

👉 Subscribe: http://smarturl.it/reuterssubscribe
👂 Listen to the Reuters Econ World podcast here: https://link.chtbl.com/Abxd8GDx
📥 Sign up for the Reuters Econ World newsletter https://www.reuters.com/newsletters/reuters-econ-world/
 
🔖 Today's recommended read: https://www.reuters.com/legal/litigation/big-food-pours-millions-into-rebrands-obesity-drugs-reshape-us-demand-2026-02-18/

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines']",false,PT11M10S,en
147,"Trump was told of high risk, high reward before Iran attack",2026-02-28T22:16:23Z,Reuters,56656,364,68,,"Ahead of the U.S. attack on Iran, President Trump received briefings that not only delivered blunt assessments about the risk of major U.S. casualties, but also touted the prospect of a geopolitical shift in the Middle East in favor of U.S. interests, a U.S. official told Reuters.
 
Chief national security reporter Phil Stewart explains on the Reuters World News podcast.
 
#iran #trump #israel #usa #politics

👉  Subscribe: http://smarturl.it/reuterssubscribe

Keep up with the latest news from around the world: https://www.reuters.com/
Follow Reuters on Facebook: https://www.facebook.com/Reuters
Follow Reuters on Twitter: https://twitter.com/Reuters
Follow Reuters on Instagram: https://www.instagram.com/reuters/?hl=en","['reuters', 'news', 'world news today', 'breaking news', 'news today', 'reuters youtube', 'markets today', 'streaming', 'live news', 'latest news', 'headlines today', 'world news', 'news today usa', 'reuters news', 'headlines']",false,PT52S,en
